X,Y,Data,Ora,Luogo_corr,INCIDENTE,lon,lat
13.337339,38.141918,09/06/2017,17:30,VIALE LAZIO intersezione con VIA ZAPPALA' GIOVANNI,C,13.337339000000000,38.141917999999997
13.362423,38.14388,10/06/2017,09:25,VIA RIZZO AMMIRAGLIO intersezione con VIA GIORDANO CALCEDONIO,C,13.362423000000000,38.143880000000003
13.347668,38.109978,08/06/2017,08:10,CORSO CALATAFIMI altezza del civico 84,C,13.347668000000001,38.109977999999998
13.366432,38.166403,15/06/2017,01:00,LUNGOMARE COLOMBO CRISTOFORO altezza del civico 4165,C,13.366432000000000,38.166403000000003
13.276159,38.13744,15/06/2017,08:10,"STRADALE BELLOLAMPO KM.5351 altezza del km 6,8",F,13.276159000000000,38.137439999999998
13.329454,38.123844,15/06/2017,10:00,VIALE REGIONE SICILIANA carr. centrale alt. via Pagano,C,13.329454000000000,38.123843999999998
13.340392,38.13711,15/06/2017,15:45,VIA SCIUTI GIUSEPPE intersezione con VIA ARIOSTO LUDOVICO,F,13.340392000000000,38.137110000000000
13.326477,38.156852,15/06/2017,17:00,VIALE STRASBURGO intersezione con VIA SPAGNA,F,13.326477000000001,38.156852000000001
13.297195,38.125708,15/06/2017,21:30,VIA CASTELLANA in prossimità di VIA PANTALICA,F,13.297195000000000,38.125708000000003
13.363197,38.125733,16/06/2017,02:30,VIA CRISPI FRANCESCO intersezione con VIA AMARI EMERICO,F,13.363197000000000,38.125732999999997
13.332995,38.112792,16/06/2017,05:45,VIA GRASSI LIBERO altezza del civico 13,F,13.332995000000000,38.112791999999999
13.396709,38.091144,16/06/2017,13:10,VIA CORLEO SIMONE altezza del civico 11,C,13.396709000000000,38.091144000000000
13.347907,38.121059,16/06/2017,08:45,VIA DELLO SPIRITO SANTO intersezione con VIA PANNERIA,F,13.347906999999999,38.121059000000002
13.362099,38.12743,13/06/2017,08:45,VIA CRISPI FRANCESCO nr. 108,C,13.362099000000001,38.127429999999997
13.347385,38.122953,13/06/2017,11:50,VIA DANTE intersezione con VIA GARZILLI NICCOLO',C,13.347384999999999,38.122953000000003
13.346708,38.154041,13/06/2017,19:30,VIALE ERCOLE altezza (spec.) CURVONE DELLA M,C,13.346708000000000,38.154040999999999
13.365444,38.112426,15/06/2017,08:00,VIA FIUME nr. 6,C,13.365444000000000,38.112425999999999
13.346708,38.154041,13/06/2017,19:30,VIALE ERCOLE altezza (spec.) CURVONE,F,13.346708000000000,38.154040999999999
13.332326,38.193584,16/06/2017,09:40,VIALE MARGHERITA DI SAVOIA nr. 32,F,13.332326000000000,38.193584000000001
13.33919,38.143673,16/06/2017,16:00,VIA BRIGATA VERONA di fronte v itc,F,13.339190000000000,38.143673000000000
13.332123,38.137198,13/06/2017,10:20,VIALE GALILEO GALILEI di fronte al civico 96,F,13.332122999999999,38.137197999999998
13.353973,38.118386,13/06/2017,07:10,VIA MURA DI PORTA CARINI altezza (inters.) VIA IMPALLOMENI G. BATTISTA,F,13.353973000000000,38.118386000000001
13.331454,38.127835,14/06/2017,16:20,LARGO SAN JOSEMARIA ESCRIVA' intersezione con VIA MIGLIACCIO MARIANO,C,13.331454000000001,38.127834999999997
13.363197,38.125733,12/06/2017,11:50,VIA CRISPI FRANCESCO di fronte MOLO S. LUCIA,C,13.363197000000000,38.125732999999997
13.353968,38.109128,02/05/2017,18:00,CORSO RE RUGGERO s.n.c.,F,13.353968000000000,38.109127999999998
13.412225,38.097989,16/06/2017,18:15,VIA MESSINA MARINE intersezione con VIA CRISTOLUDO AMMIRAGLIO,F,13.412224999999999,38.097988999999998
13.343478,38.09347,16/06/2017,19:10,VIA CAU LUSSORIO altezza (inters.) PLE ANELLI GIUSEPPE TEN.,F,13.343477999999999,38.093470000000003
13.422712,38.086486,17/06/2017,00:35,CORSO DEI MILLE nr. 1419/f,F,13.422712000000001,38.086486000000001
13.315494,38.109782,17/06/2017,02:20,VIA PITRE' GIUSEPPE intersezione con VIALE REGIONE SICILIANA N.O.,F,13.315493999999999,38.109782000000003
13.370299,38.102054,17/06/2017,12:00,VIA PATERNO' EMANUELE pressi PONTE ORETO,F,13.370298999999999,38.102054000000003
13.332166,38.193704,17/06/2017,13:30,VIALE MARGHERITA DI SAVOIA altezza del civico 49,F,13.332166000000001,38.193703999999997
13.326477,38.156852,17/06/2017,16:30,VIALE STRASBURGO intersezione con VIA GERMANIA,F,13.326477000000001,38.156852000000001
13.326477,38.156852,18/06/2017,00:40,VIALE STRASBURGO intersezione con VIA BELGIO,F,13.326477000000001,38.156852000000001
13.354289,38.086963,18/06/2017,02:45,VIA DELL'ALLODOLA altezza (spec.) civ. N.° 21,F,13.354289000000000,38.086962999999997
13.396857,38.096654,18/06/2017,06:45,CORSO DEI MILLE intersezione con VIA CAPPELLO SALVATORE,F,13.396857000000001,38.096654000000001
13.329548,38.102771,18/06/2017,11:30,CORSO CALATAFIMI intersezione VIA POLLACI GIUSEPPE,C,13.329548000000001,38.102770999999997
13.348798,38.13524,18/06/2017,17:35,VIA DELLA LIBERTA' intersezione con VIA GALLO,C,13.348798000000000,38.135240000000003
13.336928,38.118829,16/06/2017,15:00,VIA POLITO nr. 3/5,C,13.336928000000000,38.118828999999998
13.342117,38.191049,18/06/2017,18:40,VIA ROMBULO PIETRO intersezione con LUNGOMARE COLOMBO CRISTOFORO,F,13.342117000000000,38.191049000000000
13.316561,38.205789,17/06/2017,19:35,VIA DIOMEDE altezza del civico 37,F,13.316561000000000,38.205789000000003
13.329548,38.102771,16/06/2017,14:35,CORSO CALATAFIMI intersezione VIA PINDEMONTE,C,13.329548000000001,38.102770999999997
13.346317,38.140977,18/06/2017,12:15,VIA CORDOVA FILIPPO nr. 64,C,13.346317000000001,38.140976999999999
13.332188,38.124443,19/06/2017,14:20,VIA HOLM ADOLFO intersezione con VIA SCOBAR CRISTOFARO,R,13.332188000000000,38.124442999999999
13.364291,38.104226,20/06/2017,00:30,VIA JEMMA ROCCO intersezione con VIA PURPURA FRANCESCO,C,13.364291000000000,38.104225999999997
13.393251,38.087813,20/06/2017,02:30,VIALE REGIONE SICILIANA S.E. altezza (spec.) sottoponte cala,C,13.393250999999999,38.087812999999997
13.325495,38.195942,19/06/2017,17:30,VIA SALINE intersezione con VIA CIANE,F,13.325495000000000,38.195942000000002
13.379592,38.109544,19/06/2017,13:15,VIA PONTE DI MARE di fronte al civico 1,F,13.379592000000001,38.109544000000000
13.330449,38.129331,16/06/2017,16:20,VIALE REGIONE SICILIANA altezza del civico 2841,C,13.330449000000000,38.129331000000001
13.339945,38.137501,19/06/2017,15:30,VIA SCIUTI GIUSEPPE altezza del civico 126,F,13.339945000000000,38.137501000000000
13.366396,38.106147,20/06/2017,10:25,VIA PEREZ FRANCESCO PAOLO intersezione con VIA D'ONDES REGGIO VITO,F,13.366396000000000,38.106147000000000
13.326477,38.156852,19/06/2017,15:50,VIALE STRASBURGO intersezione VIA SVEZIA,C,13.326477000000001,38.156852000000001
13.343914,38.132256,09/06/2017,09:00,VIA NOTARBARTOLO EMANUELE intersezione con VIA GIORDANO UMBERTO,F,13.343914000000000,38.132255999999998
13.325444,38.130227,16/06/2017,15:15,VIA UDITORE intersezione con VIALE LEONARDO DA VINCI,C,13.325443999999999,38.130226999999998
13.343875,38.139439,16/06/2017,16:50,VIA DI BLASI E. GIOVANNI intersezione con VIA TELESINO ALESSANDRO,F,13.343875000000001,38.139439000000003
13.372401,38.110228,19/06/2017,11:10,VIA UGO ANTONIO intersezione con VIA ANTONIO DI RUDINI',C,13.372401000000000,38.110227999999999
13.322305,38.151742,19/06/2017,13:15,VIALE REGIONE SICILIANA N.O. pressi via belgio,F,13.322305000000000,38.151741999999999
13.285325,38.189575,19/06/2017,13:30,VIA LIMONE nr. 6,F,13.285325000000000,38.189574999999998
13.350484,38.146277,19/06/2017,13:50,VIA IMPERATORE FEDERICO intersezione con VIA DON GIOVANNI MINZONI,F,13.350484000000000,38.146276999999998
13.322305,38.151742,20/06/2017,16:20,VIALE REGIONE SICILIANA N.O. in prossimità di ponte lazio,F,13.322305000000000,38.151741999999999
13.312884,38.163536,20/06/2017,16:45,VIA LA MALFA UGO intersezione con VIA MAJORANA ETTORE,F,13.312884000000000,38.163536000000001
13.376918,38.104014,20/06/2017,23:20,CORSO DEI MILLE nr. 319,F,13.376918000000000,38.104013999999999
13.338354,38.133585,21/06/2017,07:15,VIA ZANDONAI RICCARDO in prossimità di p.pe palagonia,C,13.338354000000001,38.133584999999997
13.331212,38.126881,21/06/2017,08:20,VIA HOLM ADOLFO di fronte al civico 40,C,13.331212000000001,38.126880999999997
13.393251,38.087813,21/06/2017,07:50,VIALE REGIONE SICILIANA S.E. carr. centrale DIREZIONE TP,F,13.393250999999999,38.087812999999997
13.352179,38.116619,21/06/2017,08:15,VIA PAPIRETO altezza del civico 53/A,F,13.352179000000000,38.116619000000000
13.3162,38.101229,21/06/2017,11:15,STRADELLA RISERVA REALE intersezione con VIA NAVE,F,13.316200000000000,38.101228999999996
13.356054,38.107959,21/06/2017,17:20,CORSO TUKORY altezza del civico 169,F,13.356054000000000,38.107959000000001
13.339161,38.145282,22/06/2017,00:45,VIALE CAMPANIA altezza del civico 27,F,13.339161000000001,38.145282000000002
13.327942,38.155845,21/06/2017,14:15,VIALE STRASBURGO di fronte al civico 193/A,F,13.327942000000000,38.155844999999999
13.326477,38.156852,19/06/2017,11:20,VIALE STRASBURGO intersezione VIALE PRAGA,C,13.326477000000001,38.156852000000001
13.340704,38.139893,17/06/2017,19:30,VIA LOMBARDIA altezza del civico 2,C,13.340704000000001,38.139893000000001
13.297367,38.189002,19/06/2017,15:15,PIAZZALE BOLIVAR SIMON intersezione VIALE NICOLETTI ROSARIO,F,13.297366999999999,38.189002000000002
13.30914,38.165176,21/06/2017,10:30,VIA LA MALFA UGO nr. 144,C,13.309139999999999,38.165176000000002
13.33038,38.173618,17/06/2017,23:15,VIA MATER DOLOROSA altezza del civico 99,C,13.330380000000000,38.173617999999998
13.363589,38.081834,22/06/2017,11:56,VIA DEL LEVRIERE intersezione con VIA RUMORE GIUSEPPE,F,13.363588999999999,38.081834000000001
13.281626,38.194582,21/06/2017,18:40,VIA SFERRACAVALLO intersezione VIA DELL'ARANCIO,F,13.281625999999999,38.194581999999997
13.318399,38.16465,22/06/2017,14:45,VIA S.LORENZO pressi ROTATORIA,F,13.318398999999999,38.164650000000002
13.343116,38.120148,09/06/2017,12:10,VIALE REGINA MARGHERITA s.n.c.,C,13.343116000000000,38.120148000000000
13.365931,38.109931,12/06/2017,16:20,PIAZZA GIULIO CESARE altezza del civico 45,C,13.365931000000000,38.109931000000003
13.322305,38.151742,15/06/2017,02:55,VIALE REGIONE SICILIANA N.O. altezza (inters.) PIAZZA EINSTEIN ALBERT,C,13.322305000000000,38.151741999999999
13.330427,38.139102,22/06/2017,14:50,VIALE MICHELANGELO nr. 102,C,13.330427000000000,38.139102000000001
13.356542,38.130791,21/06/2017,09:30,VIA ALBANESE ENRICO intersezione VIA CASTRIOTA GIORGIO,F,13.356541999999999,38.130791000000002
13.348798,38.13524,22/06/2017,19:00,VIA DELLA LIBERTA' intersezione con VIA GARGALLO TOMMASO,F,13.348798000000000,38.135240000000003
13.333555,38.184413,23/06/2017,01:45,VIALE MARGHERITA DI SAVOIA nr. 87/A,C,13.333555000000000,38.184412999999999
13.326477,38.156852,23/06/2017,07:05,VIALE STRASBURGO intersezione con VIA NUOVA,F,13.326477000000001,38.156852000000001
13.337114,38.102074,20/06/2017,13:15,VIA SCHIFANI VITO altezza (inters.) VIALE MARIA SS. MEDIATRICE,C,13.337114000000000,38.102074000000002
13.34369,38.140064,23/06/2017,12:45,VIA DI GIOVANNI ALESSIO intersezione con VIA CUCCIA SIMONE,F,13.343690000000000,38.140064000000002
13.366432,38.166403,23/06/2017,18:20,LUNGOMARE COLOMBO CRISTOFORO altezza del civico 4977,F,13.366432000000000,38.166403000000003
13.329012,38.11938,23/06/2017,18:45,VIALE REGIONE SICILIANA N.O. altezza del civico 1546,F,13.329012000000001,38.119380000000000
13.327765,38.189563,23/06/2017,18:30,VIALE VENERE in prossimità di EDICOLA,F,13.327764999999999,38.189563000000000
13.350174,38.1381,23/06/2017,19:40,VIALE MARCHESE DI VILLABIANCA intersezione con VIA GARGALLO TOMMASO,R,13.350174000000001,38.138100000000001
13.377322,38.084336,24/06/2017,02:10,VIA BRASCA altezza del civico 10,F,13.377321999999999,38.084336000000000
13.35616,38.147904,24/06/2017,10:30,VIA LUTHER KING MARTIN intersezione con LARGO WILLY BRANDT,F,13.356159999999999,38.147903999999997
13.349009,38.125173,25/06/2017,00:30,VIA MARCONI GUGLIELMO intersezione con VIA CUSMANO GIACOMO,F,13.349009000000001,38.125172999999997
13.35559,38.122032,24/06/2017,16:15,VIA STABILE MARIANO altezza del civico 218,F,13.355589999999999,38.122031999999997
13.373618,38.115236,25/06/2017,09:30,VIA CERVELLO NICOLO' intersezione con SALITA ROMANO SANTI,F,13.373618000000000,38.115236000000003
13.325444,38.130227,24/06/2017,19:30,VIA UDITORE intersezione con VIA BONAIUTO BERNARDO,R,13.325443999999999,38.130226999999998
13.356542,38.130791,25/06/2017,14:30,VIA ALBANESE ENRICO intersezione con VIA CALVI PASQUALE,F,13.356541999999999,38.130791000000002
13.325903,38.173275,25/06/2017,19:30,VIA PESCIA altezza del civico 38,F,13.325903000000000,38.173274999999997
13.358598,38.125009,26/06/2017,14:05,VIA ROMA intersezione con VIA GRAVINA AMMIRAGLIO,F,13.358598000000001,38.125008999999999
13.363197,38.125733,18/06/2017,17:30,VIA CRISPI FRANCESCO altezza (spec.) SEMAFORO PEDON.,C,13.363197000000000,38.125732999999997
13.324515,38.127542,22/06/2017,12:00,VIALE LEONARDO DA VINCI altezza del civico 307,C,13.324515000000000,38.127541999999998
13.373714,38.097554,26/06/2017,16:50,VIA ORETO altezza del civico 416,F,13.373714000000000,38.097554000000002
13.31186,38.135087,26/06/2017,19:15,VIA CAMMARANO GIUSEPPE di fronte edicola Votiva,F,13.311859999999999,38.135086999999999
13.347854,38.124425,26/06/2017,21:50,SVINCOLO DI SALVO ROSARIO direzione trapani VIA BELGIO,F,13.347854000000000,38.124425000000002
13.396857,38.096654,26/06/2017,23:30,CORSO DEI MILLE altezza (inters.) VIA ALFANO ARCIVESCOVO,F,13.396857000000001,38.096654000000001
13.333186,38.14193,26/06/2017,17:00,VIA AQUILEIA di fronte al civico 11,F,13.333186000000000,38.141930000000002
13.36227,38.141376,26/06/2017,21:30,VIA DON ORIONE intersezione con VIA LORIA RUGGERO,F,13.362270000000001,38.141376000000001
13.322305,38.151742,27/06/2017,08:45,VIALE REGIONE SICILIANA N.O. intersezione con VIA TRABUCCO,F,13.322305000000000,38.151741999999999
13.329501,38.139414,27/06/2017,07:50,VIALE MICHELANGELO altezza del civico 116,F,13.329501000000000,38.139414000000002
13.323806,38.100532,27/06/2017,13:30,CORSO CALATAFIMI altezza del civico 899,F,13.323805999999999,38.100532000000001
13.342094,38.148321,27/06/2017,23:30,P.LE DEL FANTE intersezione con VIALE DIANA,F,13.342093999999999,38.148321000000003
13.300529,38.124472,28/06/2017,00:30,VIA VILLINI A S.ISIDORO intersezione con VIA S.ISIDORO,F,13.300528999999999,38.124471999999997
13.329454,38.123844,09/06/2017,03:30,VIALE REGIONE SICILIANA intersezione con VIA ORETO,C,13.329454000000000,38.123843999999998
13.330588,38.197607,20/06/2017,02:20,VIA DELLE CLINICHE nr. 13,F,13.330588000000001,38.197606999999998
13.322305,38.151742,21/06/2017,18:40,VIALE REGIONE SICILIANA N.O. carr. laterale .,F,13.322305000000000,38.151741999999999
13.358847,38.135133,22/06/2017,19:50,VIA GIACHERY CARLO intersezione VIA DEI CANTIERI,C,13.358847000000001,38.135133000000003
13.347801,38.142099,20/06/2017,11:10,LARGO PANTALEONE RODRIGO nr. 7,C,13.347801000000000,38.142099000000002
13.297367,38.189002,23/06/2017,19:00,PIAZZALE BOLIVAR SIMON intersezione con VIALE NICOLETTI ROSARIO,F,13.297366999999999,38.189002000000002
13.324712,38.138285,26/06/2017,15:50,VIALE MICHELANGELO nr. 501,F,13.324712000000000,38.138285000000003
13.322305,38.151742,28/06/2017,08:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) ZEUSCAR,F,13.322305000000000,38.151741999999999
13.401569,38.099071,28/06/2017,09:15,VIA SPERONE nr. 65,F,13.401569000000000,38.099071000000002
13.327814,38.171632,28/06/2017,14:10,VIA PALLAVICINO nr. 95,R,13.327814000000000,38.171632000000002
13.360525,38.129779,19/06/2017,09:00,VIA CRISPI FRANCESCO nr. 268,C,13.360525000000001,38.129778999999999
13.3331,38.12953,23/06/2017,11:40,VIALE LEONARDO DA VINCI nr. 137,F,13.333100000000000,38.129530000000003
13.322305,38.151742,26/06/2017,17:20,VIALE REGIONE SICILIANA N.O. altezza (spec.) TASCA LANZA,F,13.322305000000000,38.151741999999999
13.316881,38.158127,27/06/2017,10:45,VIA LA MALFA UGO nr. 28,F,13.316881000000000,38.158127000000000
13.329941,38.128039,28/06/2017,12:00,VIALE REGIONE SICILIANA N.O. nr. 2771,F,13.329941000000000,38.128039000000001
13.367077,38.123204,28/06/2017,18:15,VIA PATTI FILIPPO di fronte via G. Ferraris,F,13.367077000000000,38.123204000000001
13.331704,38.190002,28/06/2017,16:45,VIALE VENERE di fronte al civico 35,F,13.331704000000000,38.190002000000000
13.351103,38.127325,28/06/2017,21:40,VIA SIRACUSA intersezione con VIA XX SETTEMBRE,F,13.351103000000000,38.127324999999999
13.329548,38.102771,28/06/2017,21:15,CORSO CALATAFIMI intersezione VIA CHINNICI DOMENICO GEN.,C,13.329548000000001,38.102770999999997
13.317197,38.097773,28/06/2017,21:10,CORSO CALATAFIMI altezza del civico 836,C,13.317197000000000,38.097772999999997
13.347973,38.101156,29/06/2017,04:30,VIA BASILE ERNESTO di fronte al civico 194,C,13.347973000000000,38.101156000000003
13.352,38.11256,28/06/2017,14:00,CORSO ALBERTO AMEDEO di fronte civico n.40,C,13.352000000000000,38.112560000000002
13.355941,38.122771,22/06/2017,16:40,VIA VILLAREALE VALERIO di fronte al civico 17,C,13.355941000000000,38.122771000000000
13.351952,38.123219,29/06/2017,09:00,VIA CIVILETTI BENEDETTO intersezione con VIA D'ACQUISTO BENEDETTO,F,13.351952000000001,38.123218999999999
13.337339,38.141918,29/06/2017,09:55,VIALE LAZIO intersezione con VIA TEVERE,R,13.337339000000000,38.141917999999997
13.34849,38.12104,29/06/2017,19:30,VIA JUVARA FILIPPO intersezione con VIA RE FEDERICO,C,13.348490000000000,38.121040000000001
13.360123,38.108994,29/06/2017,20:15,CORSO TUKORY intersezione con VIA PORTA S.AGATA,F,13.360123000000000,38.108994000000003
13.321035,38.124337,29/06/2017,21:00,VIA DI STEFANO GIUSEPPE intersezione con LARGO NOBILE ETTORE,F,13.321035000000000,38.124336999999997
13.333634,38.141079,29/06/2017,14:45,VIA AQUILEIA altezza del civico 12,F,13.333634000000000,38.141078999999998
13.321156,38.16107,30/06/2017,08:35,VIA MALTESE di fronte al civico 99,F,13.321156000000000,38.161070000000002
13.357839,38.135025,30/06/2017,11:30,PIAZZA CAPONNETTO ANTONINO altezza (spec.) DISTRIBUTORE Q8,F,13.357839000000000,38.135024999999999
13.334254,38.110402,30/06/2017,16:30,VIA PITRE' GIUSEPPE altezza del civico 04,F,13.334254000000000,38.110402000000001
13.325434,38.129834,30/06/2017,16:55,VIA UDITORE altezza del civico 12/W,F,13.325434000000000,38.129834000000002
13.324303,38.138087,30/06/2017,17:40,VIALE MICHELANGELO altezza del civico 540,F,13.324303000000000,38.138086999999999
13.344829,38.140724,30/06/2017,11:05,VIA DELLA LIBERTA' altezza del civico 100,F,13.344829000000001,38.140723999999999
13.396857,38.096654,01/07/2017,02:25,CORSO DEI MILLE intersezione con PIAZZA TORRELUNGA,C,13.396857000000001,38.096654000000001
13.324616,38.100858,01/07/2017,03:10,CORSO CALATAFIMI altezza del civico 873,F,13.324616000000001,38.100858000000002
13.338271,38.156044,01/07/2017,09:50,VIALE DEL FANTE pressi ingresso Stadio,C,13.338271000000001,38.156044000000001
13.32634,38.189263,01/07/2017,12:30,VIALE VENERE altezza del civico 7,F,13.326340000000000,38.189262999999997
13.338917,38.106747,01/07/2017,13:30,CORSO CALATAFIMI altezza del civico 391,F,13.338917000000000,38.106746999999999
13.300336,38.13397,01/07/2017,16:30,VIA ASSORO nr. 25/bis,F,13.300336000000000,38.133969999999998
13.351848,38.112353,01/07/2017,19:05,CORSO ALBERTO AMEDEO nr. 28,F,13.351848000000000,38.112352999999999
13.369052,38.119361,01/07/2017,22:05,VIA CALA intersezione con VIA PORTO SALVO,F,13.369052000000000,38.119360999999998
13.349675,38.126374,01/07/2017,21:45,VIA CAVALLARI SAVERIO intersezione con VIA MARCONI GUGLIELMO,F,13.349675000000000,38.126373999999998
13.387439,38.093804,02/07/2017,01:35,VIA GIAFAR EMIRO altezza del civico 125,C,13.387439000000001,38.093803999999999
13.335582,38.076259,02/07/2017,12:00,VIA ZUPPETTA altezza del civico 1,F,13.335582000000000,38.076259000000000
13.328335,38.199702,02/07/2017,12:30,VIALE REGINA ELENA intersezione con VIA OLEANDRI,F,13.328334999999999,38.199702000000002
13.328335,38.199702,02/07/2017,14:20,VIALE REGINA ELENA intersezione con VIA OLEANDRI,C,13.328334999999999,38.199702000000002
